,reward,velocity,power_normalized,target_v,total_power_sec,env,seed,id,v_e_ratio,power,distance_delta,rew_b_1.0_v_rate_0.8,rew_b_1.0_v_rate_0.6,rew_b_1.0_v_rate_0.5,rew_b_1.0_v_rate_0.2
24,0.3508342103882495,0.13496845183175327,0.10322911734272446,0.14500000000000002,72.26038213990712,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.307464941152728,7226.038213990712,5.39873807327013,0.9240077038790593,0.9171984985736134,0.9137938959208904,0.9035800879627216
26,0.33983954503522495,0.13846356989181816,0.10322143500633878,0.15500000000000003,72.25500450443715,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3414226403974638,7225.500450443715,5.5385427956727264,0.894006396311342,0.8946994384819218,0.8950459595672118,0.8960855228230815
25,0.33579908762687877,0.13799797698040783,0.11059097435647004,0.15,77.41368204952903,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.247823140933692,7741.3682049529025,5.519919079216313,0.9138710156908812,0.9077555181790433,0.9046977694231244,0.8955245231553678
27,0.32538361539601324,0.142917262462296,0.10752036598313836,0.16000000000000006,75.26425618819685,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3292110862486153,7526.425618819685,5.71669049849184,0.8930822391148521,0.8929315878403544,0.8928562622031057,0.8926302852913592
29,0.30562671265479713,0.1516252866284769,0.11318770165302368,0.16999999999999996,79.23139115711658,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.339591531713255,7923.139115711658,6.065011465139076,0.8908932202739926,0.8898729897922386,0.8893628745513615,0.8878325288287304
28,0.30551929521844073,0.1467028502266251,0.10759978967823873,0.165,75.31985277476711,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3634120537346615,7531.985277476711,5.868114009065004,0.8897665886176861,0.890424994043705,0.8907541967567143,0.8917418048957426
30,0.30328452715951904,0.1493033899977928,0.10907400591700946,0.175,76.35180414190663,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3688265021768107,7635.180414190662,5.972135599911711,0.860714981663651,0.8682677347684858,0.8720441113209033,0.8833732409781556
33,0.2842227969139575,0.1626381790095498,0.11696394019563076,0.19,81.87475813694155,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3904984624964372,8187.475813694155,6.505527160381993,0.8613995446326624,0.8668086734255892,0.8695132378220525,0.8776269310114426
31,0.2836019240673581,0.14902883351322774,0.10866962201199938,0.18,76.06873540839958,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3713936862389369,7606.873540839957,5.961153340529109,0.8406164467675011,0.853294929572626,0.8596341709751885,0.8786518951828758
32,0.2763868778177483,0.15761658998001987,0.1183187362896463,0.185,82.8231154027524,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.33213550890344,8282.311540275241,6.304663599200794,0.8579215067097243,0.8638614459598817,0.8668314155849604,0.8757413244601965
